Intent,Cümle
ApplyDiscount,Sepete HAZIRANSALE kodunu uygula
ApplyDiscount,Sepete SONBAHAR15 kodunu uygula
ApplyDiscount,Sepete YENISEZON kodunu uygula
Checkout,Satın al
Checkout,Ödeme yapalım
Checkout,Alışverişi tamamla
Checkout,Kasaya git
Checkout,Satın alma işlemini başlat
Checkout,Ödeme ekranına geç
Checkout,Siparişi onayla
